"Positive","RT jakemiller IPHONE 6 PLUS OFFICIALLY ORDERED ✔️"
"Positive","RT nicolehzs Its so cute when boys surprise their girl😍"
"Negative","I miss TOWIE 😒"
"Neutral","goodnight 😂"
"Negative","I aint even ready for all that 😭😭"
"Neutral","RT vuhN3SSuh Took a pie to the face tonight but I wouldnt have had it any other way So pumped to be a part of the DtownYL team 🍥😊🙌"
"Positive","That nigga has fucked  I know that I lucked 😎😏"
"Positive","fckincelia happy birthday 😊💓💅😇"
"Positive","RT Nashgrier I cant wait to show you guys everything Im working on So many new videos coming soon 😁"
"Neutral","RT cheeky000 Need a new game on my phone😁"
"Negative","RT SarahSivan101 Not that anyone reads the newspaper anymore but 📰❤️😁 httptco2nMWdkiYoP"
"Neutral","Nissa6 haha no dude I go to the softball practices I can see you in her face😂"
"Positive","EVERYONE WATCH CAMS NEW VIDEO 💗

DONT FORGET LIKE AND SUBSCRIBE 💘

SkyDiving 

camerondallas 💞

httptcoSXoAcpCPEI 

x35"
"Negative","Im guilty of this but I changed 💯💯 httptcorvRZilDsm1"
"Positive","piperkennedy youre so very welcome 😄"
"Positive","Finally famous 😎"
"Negative","Its too hot out man just walking from my car to work Im already sweating 😩"
"Positive","Hello everyone👋 how are you
go follow ratucleopatra20 ok 😉 she is one of 2Angels singers

She is already have new account"
"Negative","kayemaee tayyye car stash 😫😂 Im bringing seat covers every time I get in her car httptcoVmxuuR8IMa lmmfao I hate yu"
"Positive","xBriannaJackson I love you to death miss you everyday bff 👭💞"
"Positive","she has a heart full of gold 💕 httptcokuMieQ3XHG"
"Neutral","Teleeeeeee ♥"
"Negative","RT xoQuinn Bluffing niggas just talk shit  only talk cause they got 👄😫"
"Neutral","RT TiffanyyyyyS Adolfhibsta Sowhat are we hour 😂😂😂"
"Negative","Why does it feel like its about to be Christmas Im already thinking its December 😳"
"Positive","RT sexyjeliebers SEXY BOY 😍🔥 👄 BlowTwitterWithShirtlessJustin httptcocXqfdUcfmN"
"Negative","my 4th time watching OnTheRunHBO 😩😘👑🐝😭 my obsessed ass 😩‼️ I just cant get enough 😩"
"Neutral","RT tatidenise I be low 👀"
"Positive","SomewhereLoud book me out for the next one 🙏💯"
"Negative","Its only 10 minutes late 😒😒😒😒"
"Neutral","ExpertoNBA Wooooooooooooow  😱😱😱😱😱😱😱😱😱😱😮😮😮😮😮😮😮😮 httptcoSUGgAemgLw 😯😯 damn"
"Negative","HeBeChris Ok Im done delete it 😐😂"
"Neutral","BassBoyUKP s set on 1Xtra last Tuesday is fire 🔥🔥🔥"
"Negative","RT ShezusChrist I be like HOW RT ReekSkeezy When you go to RT somebody youve never tweeted and find out youre blocked ltltltltltltltlt 😕"
"Negative","TyFies6 AlexaGiacinto thanks for the invite lex 😔"
"Positive","RT LittleJ 👼love acting clueless but knowing everything 👼"
"Positive","RT bbgabby 3 youre cute you amp julissa are my bestfriend goals 💗"
"Positive","Good morning yall 😍"
"Neutral","RT IntThings Paper plate cookie basket 🙌 DIY httptco0eswTzTWMa"
"Neutral","RT LesslyAguilar Bring that rubber ducky lmao 😂izhereal69"
"Neutral","naomihayes03 indeed 😌"
"Neutral","RT ejanadi JustLikeKelsey preach🙌"
"Positive","RT TheTumblrPosts CVS not selling cigarettes anymore actually made my day😭💙 httptcoq6z2NOfNsG"
"Neutral","26 wassup lil girl 😂😂😂 whats been good"
"Neutral","HI BABY ILYSM CAN U FOLLOW ME PLEASE 💞

FollowMeBryant 
FollowMeBryant FollowMeBryant  

💋💋💋💋💋  

bryanteslava  
28"
"Positive","☆
Michael Clifford 5SOS
♥
what happens when you tell an ass a joke
★
☆
★ 
It cracks up
♥
♡
☆
★
be my 14 
♡
★
☆
♥
I love you
♥
♡
★
☆
102"
"Positive","RT TheTumblrPosts WHO ELSE HAD THESE 😂 httptcof6ACMOZPmL"
"Neutral","RT CLIFFOCONDAXL mkjrualo Im trying to get Michael5SOS to see this gt httpstco6p9SyCSkgK pls rt the link to help me tysm ❤️ 5SOS"
"Negative","RT AustinMahone I GOT SLIMED 😆 KCAMexico httptcoWAsUrGc9VJ"
"Negative","RT AdrianGalactico I can never go to sleep at an appropriate time😒"
"Positive","RT AndreLane35 No school 😎"
"Negative","MelissaPonzio1 Sometimes I think that you will never notice me here do not even know if I believe that Follow me please ILYSM 😭💕 31"
"Positive","Sick night with the fam dantematt719 vanebevacqua laurenrojenko sabbgarofalo joaquinespin 😏😏"
"Negative","cullenmdenny totally happens to me every time 💁"
"Neutral","JEXOXO Yassss AAP Savy😂😩😱😂😂😂💍"
"Positive","RT littlenesssaa DanaDeCiccoo so true cant wait 😍"
"Positive","Kiersten can we go to the cock Saturday dad
Bill 😯what
Me😂😂😂"
"Positive","College Bound  Graduation Coming fast I cant wait 👏👏👏👏🎓💯"
"Positive","RT LarissaHarvey25 Happy birfffdaaay HeitzmanKelsey ☺️😛 httptcoIuy93GPLow"
"Negative","Fuck off Marty Foster hes gonna fucking pay 😏"
"Positive","😂😂😂😂 this so real httptcoGLgk6TlHYk"
"Positive","Bradin Cooks a beast❗️"
"Neutral","RT 5SOS a heap of 5SOSDERPCON comps are now up on our website make sure you signup if ya want info 😁 httptco9YfxE2eCcL httptco…"
"Negative","Really wonder why my name was on that ballot 😭"
"Negative","Back draggin nd bs ass newtown tomar 👎"
"Positive","KDaddiee my cribbbbb 😊"
"Positive","Atlasshan I thought you would like it 😊❤️"
"Positive","MaChew89 he is at a top team playing European football 🙈🙈🙈"
"Positive","God is truly amazing for blessing me with another day on his earth 🙏 "
"Negative","RT londonlightCS bf1 Who He On The Phone With Tho 😕🐸☕️😂😭😂😭😂😭😂😭😂😭😂😭😂 httptcoFd015HPLws w0rshiptheking urbl0cked Amorevette…"
"Positive","We too young to be stressin like we do tighten up soldier 💁💪👑"
"Negative","Work No thanks😔😒"
"Negative","When my mom isnt in a good mood she will be like a machine gun that shoots everything in her sight 😒😒"
"Neutral","RT MyArmyOfStyles Directioners are so sassy

Well thank you we learn from the bestest
Only our idols 🙌
EMABiggestFans1D 
httptcoY…"
"Negative","Cant update my phone cuz I dont know my password😑 I rely on the fingerprint too much😡"
"Positive","OLIVIA CAN OFFICIALLY ROLL OVER😭😭😭😭😭😭💕💕💕💕💕"
"Positive","divergentmazes BITCHES httptco8WQ54fhXc0 💕💗💕"
"Neutral","Dont talk about my IG  name A generator did it 😂😂
 CoDBlaze"
"Positive","Finna put something on IG so he know I see him 😂👌"
"Positive","RT PorcelianPussie retweetem ☞ he so cute cuzen 🙈😍🙈😍"
"Neutral","RT jacobturner37 I mean Both Richland and Haltom asked not to play us 🙈🙊☕️🐸"
"Positive","CongratulationsOn6MillionZoe love you♥"
"Positive","RT thaisfel07 HAPPY BIRTHDAY GIRLS 😍🎉 EmilyLussier  AllisonLussier isabellexoxo"
"Positive","Today has been an AMAZING day so far 🙌🙌🙌"
"Positive","RT NASTYNATE502 Hopefull wiz goes back to his old ways 😂😂😂"
"Negative","ELSK 😂😂😂 pdf files damn jialat if got a lot of useless colour patches even more jialat"
"Positive","✔︎ s01e10 of TheStrain ★★★★★"
"Negative","RT eliusownz Erica be puttin the moves on bae That aint right 😒"
"Negative","Love how Im only in uni Monday Tuesday and half a day Wednesday 👌"
"Positive","RT BabyAnimalPics cutest thing ever ☺🐯 httptcobI2qSDTzOB"
"Negative","RT IshaaLisaa I wanna watch maze runner 🙀"
"Negative","This makes me so sad😫😢 httptcoNyUkAmS35N"
"Neutral","tbright03 whats new💁"
"Positive","I love having my nails done 😍💅❤ readyforhomecoming"
"Neutral","thinking should i walk home or wait until my aunt come get me 😭"
"Neutral","RT kardashxo I need to go shopping 😏"
"Negative","Everybody been getting on my nerves 😒"
"Negative","RT obrzien WHATS THE HOLY HELL IS THAT I ship them so hard 😭😭 stydia ❤️ httptcokhBF66MedM"
"Positive","Unplanned matching is the best 🙆"
"Positive","RT shaymitch I found it Guaraná 😬 httptcoJoxgncv8LY"
"Neutral","Smccarthy427M spiky lmfao 😂😏"
"Negative","Lunch 👻👻 with Tesya DeaFerdea and Soutek at Veggie House — httpstcog0BnzQQdqU"
"Neutral","RT xoEeryn Couldnt even IMAGINE losing my baby ✊😔 shes my life man 💍"
"Negative","Losoo yoo  they got my password 😒"
"Positive","JR27 triple or nothing or what 😂"
"Positive","soon my turn 🎶💗 httptcoFpDlA5j7ki"
"Positive","RT TTLYTEALA I love you guys so much Dmmm spree today 💋"
"Positive","RT JaremieAugafa CraziestSex A strong woman she is 😍👌 httptcoDSWuUsYuEX am I the only one who doesnt know who tf this is"
"Positive","I didnt realize our birthdays were a day apart mines tm Haha 😄 Happy birthday bro JRoe2"
"Positive","RT melissamaariee This weather though 😍"
"Neutral","RT FIirtations literally me if i went to the love lock bridge in paris😂😭😫💏🔓 httptcopqPNUrVoXB"
"Positive","RT mitchgrassi I see a lot of you are already getting PTXVol3 😁 how do you like it"
"Positive","RT ellawolf Cos this girl is floating 😂✨ httptcowBYF3VYlQ3"
"Positive","RT MarleighHopkins I have some really great and true friends❤️"
"Neutral","BabyGriner I can miss you 😌 amp still not text you 💯😒"
"Positive","RT delaney2272 KatieHuseth AmeliaWorley beats any other beaches in the world lol 😎"
"Neutral","RT beautybymiss well this is what happens when ULTABeauty has testers😝💕 its a lot of NyxCosmetics lipstick lol httptcoOx3Ds8fUS5"
"Neutral","CurrenSySpitta 🔥forthe🌏to👀 its a NewLegend in PHILLY LouieVGutta ➡httptcoapk5DlTgTq
NewLegend🔥DownLoad➡httptcooCq7QiTIwL via"
"Negative","RT zadmeer rt for tbh 🐙 im so boring lets 😂😂"
"Negative","RT macaroni Tempted to check your twitter but naah🙅"
"Negative","RT TheJohnsterrr I do get tired 😫"
"Positive","A phone call made my day❤️"
"Negative","RT ILiveForRueben xoDARealKeakea My ignore game 💪💪asf💯"
"Negative","She used to come RT my shit up and get me followers  TF nigga 😒"
"Positive","tahj806 Your bae material😍😍😍 thanks i know💁"
"Neutral","RT MatthewMattyjth Alberto Moreno The making of documentary 😂😂l httptcoVclbaiclCz"
"Positive","inchinini RIP JOKE 😭😭😭😭"
"Neutral","RT imthebest1 Bobby Shmurda stay turnt 🔥😂😂😂😂  httpstco0Fp5bpn7VL"
"Positive","Joey makes me happy 😊😘 httptco2O8lA0TcCE"
"Positive","hmetwnbae hometownoffic Done Theyre amazing 😊"
"Neutral","RT WitchoTrippyAss Im a stoner 😜 httpstcogIfvggjEDS"
"Neutral","RT basebalgf7 So who wants to make these for me Yum ⚾️❤️ httptcoCZja6KaNck"
"Negative","Im stressed out 😩😩😩😩😩"
"Positive","MeggEstrellaa When filipino families find out you have a bae 😂😂 httpstcok8DvCeQT2i especially the titas 😂"
"Negative","I could quite possibly be on the wrong train 🙈"
"Positive","Goodnight 😚"
"Positive","Check out what I saved from httptcoe7gFBz6CtM Pin by ❤ngela❤ on Leopard Print  Pinterest to polyvore httptcogZLSRrceHZ"
"Negative","Seeing 👀 stuff that piss you off 😤😡😐😒✋"
"Neutral","RT Tritonal Ill be your ⚓️"
"Neutral","KathCim follow me 💞"
"Negative","RT 7sonBoosie Dont Be Boring  Send Your Nigga Pictures Like This More Often 😍😏💯🙌 httptcouWv8PaeyZJ"
"Neutral","what do you think the average American income per year is um 275000 such a nova kinda of answer 😁"
"Positive","OverloadMusic TheXFactor XfactorOverloadBoyband 🇬🇧🇬🇧
I LOVE YOU GUYS♥♥♥
DM ME PLEASE"
"Positive","I guess its time to bring the timbs out 😊😎😂"
"Neutral","AustinMahone 
follow me please xx
7MillionMahomies 
❤💕❤💕 52"
"Negative","I only talk to pigeon and pilaf 😂😂 so I know somebody lying"
"Positive","RT camerondallas Back in Cali ☀️ httptcoaNDq52aAP4"
"Negative","RT Layshon bitches only wanna be your friend when they want something or wanna know ya business thats why I dont fuck w females 👐idc …"
"Positive","Happy bday bettttyclair 💙💙💙🎉"
"Positive","RT JamahlHuey Im so in love with LCSweethearts😍❤️🙌 Yall are the best for these treats🙊💕 httptcoh1y5qHaQNy"
"Positive","IgItsMark cheer up ☺️"
"Positive","gldsxul pleaseeee do babeeeee 🙏🙏😘"
"Negative","GabrielBaldoz hahaha foreal how am I boutta buy this but still have a 3GS 😭😭😭"
"Neutral","Ishikawa is coming thru for us ✊"
"Positive","RT NikkiPhillippi I really want to buy a telescope  RT this if youre a space nerd too I just love it 🙊😍🌌🌠✨ thefinalfrontier"
"Positive","Find ♥"
"Negative","Why my shit not updating 😤😤😤😤😤😡"
"Positive","RT FapaMarc Retweet if youre missing someone ❤️😔😩😫"
"Negative","RT ASillyMess My boyfriend just said when Im on my period its worse for him than me In about an hour Ill be smiling in my mug shot🔪🔫💣"
"Positive","RT Dory CVS not selling cigarettes anymore actually made my day😭💙 httptcoKElthbEE1D"
"Positive","richardmarx  Hope you have a very Happy Birthday Richard Mine is in 10 days Eat lots of CAKE😊😊😊"
"Neutral","I MADE A DRAWING FOR YOU TheVampsBrad 

ONLY A SECOND PLEASE

SEE IT httpstcohaNenauMnT

HOPE YOU LIKE IT  X

FOLLOW ME ❤

x49"
"Positive","nivensam happy birthday princess😉👑💗💗💜"
"Positive","I love pasta salad 😍"
"Negative","Bouta go Pop up on Tookie at work 😊"
"Positive","TooRawwFabien RighteousT doubt it 💁 I dont hate ya"
"Positive","🐧🐧🐧"
"Positive","RT addburl grace is almost as cool as penguins 😘 httptcoKpQpM80owJ"
"Neutral","Someone text me fr 😂"
"Positive","Go and watch the new video from Cameron💛💛
httptcofm8YbEoiuq
SkyDiving 💛💛💛💛💛
camerondallas 
x205"
"Positive","Vote for me at All Occasions Formal Wear and More Facebook page and like the pictures of me 😊 thanks… httptcoHuiPGtqbHJ"
"Negative","I dont feel like working today Feeling tired and I dont like my colleagues 😡😭"
"Negative","RT BigMamaaTee Not fine enough obviously 😭ChadJordan23 This police woman gave me a ticket said I was fine 😏"
"Negative","RAPKush What in the fuck is so impressive about an implanted ass Yall be hyping some bullshit 😴 exactly 🙌"
"Positive","RT casebatters great win today RFootball ☺️❤️"
"Positive","StuRobson no sleep here either if u have noisy neighbors 😝"
"Negative","RT Shawn24 Bitch YOU GUESSED IT  wMomz 😭😭😭 httpstcoewxg70Fkhz"
"Positive","Yacdl1D Nialler♥ httptcorZ9R6c4WDX Perfect w"
"Neutral","☯Gain Followers
☯RT This
☯MUST FOLLOW ME I FOLLOW BACK
☯Follow everyone who rts
☯Gain
  Love mtvhottest gameinsight 7yy"
"Neutral","ssusiexx now im scared😂"
"Positive","CITC I will be there yes sirrrr 🙌🏀"
"Negative","The things i have to hear from my 18 year old cousin 😳"
"Negative","I really need to clean my room 😂"
"Positive","Thumbs upyou did it well Takde hal lah 👌"
"Negative","Sameeee RTPrettyBrii My phone has been acting up ever since this ios8😐"
"Neutral","🐒🐒🐒🐒🐒🐒🐒"
"Neutral","schoolboytheew yaaaasssss 😭 lol amp that one time I made a fake repot card for Samson so his dad would give him bandz so we could get drugs"
"Negative","afiqahazizanTW I miss my sayang 😭😭😭 I miss you more sayang Muahhh 😘😘😘"
"Positive","HayesGrier Hayes I love you so much❤️"
"Positive","Happy birthday Lip 🎉🎉🙌 hope you enjoy your day 😌 PeeMatthews"
"Positive","RT mfdcv Candice😍😍😍😍😍😍😍😍😍 httptcoQTpclAEnfV"
"Neutral","manalotz the envelope or the ppg ☺️"
"Neutral","MCMAK1N o well I thought I had cropped it good 😩😂"
"Positive","RT JSmith2016 keellssieeee love you too ❤️❤️"
"Neutral","Im nice but dont test my limits 🚫🚫"
"Neutral","SoccerSix SoccerSix why isnt OfficialAmica on the line up yet AmicaForSoccerSix AmicaForSoccerSix AmicaForSoccerSix 

❤️🙈x8"
"Neutral","Wait  what was that last message  😂😂😂  lmao"
"Neutral","ashleyivyy lol Nahh it wasnt us 😂"
"Neutral","RT 5SOSImagining RT for a DM to Luke5SOS
Ill DM this link 🌸"
"Negative","I wouldnt trade my relationship for anything ☝️"
"Neutral","send off for my boys tonight DanielChandley CSwanscott 👬💙"
"Neutral","RT PrettyThuggnx getting draydyn a gym membership he just too big 😂"
"Positive","CasparLee  omg caspar CHALLAGE IS AMAZING 😂😂😂"
"Neutral","RT MidwifeBec sarahjohnson222 JennytheM midwifejane 👏👏couldnt agree more the women in our care need clean rooms so its our job We…"
"Positive","RT GloryyBoyrell I ont be Carin bout shit nomore💯😴"
"Neutral","Ale RT KAdelmund Come on super elja Harus menang  The big 8 is waiting for us 💪💪💪PSSday"
"Positive","RT CHAERINED happy malaysia day btw ✌"
"Negative","RT HeathTheGreatt LMFAO funniest iOS 8 joke😂😩😭 httptcoBH4oFKDWbh"
"Positive","Even after all that time well it clicked just like before maybe a little more ♥"
"Neutral","Spotify finally got shake it off👏👌"
"Positive","RT juliancamarena Finding someone that you can party or just chill and do absolutely nothing with is what its all about 👌"
"Negative","Jonathan bouta get outta school and come home being irritating 😒"
"Positive","Yall funny 😂😂😂"
"Positive","RT camerynm Gotta love team bonding👌💕 httptcoVHMMGKbMXG"
"Positive","And I know oblivion is inevitable  And I am in love with you 😍😭💘🌟"
"Positive","ArianaGrande Hey SunshineCan you follow me plsI love youuu ♥
I am a fool for youu∞"
"Positive","OMG 😨 I want this before I die httptcohM3w1QBU0E"
"Positive","With these cuties😩😍🏉💛💚 httptcoCan9B0zFEN"
"Positive","RT CrvzyMentvlity Ill be your Bonnie 😘 Bonnie and Clyde 👌💏🔫💰💣"
"Negative","ayeselino ingat kayo Well miss you 😭"
"Positive","RT fosterdawg Im gonna make it last 🏃 httpstcotZgGuF52fL"
"Negative","Im sorry I fucked yo bitch  but she really dig a nigga 😈"
"Positive","overly happy rn 😊😊"
"Negative","You live in a whole different state please explain why youre so mad😂😩"
"Neutral","RT lightskin456 8th  9th  10th  11th GLO or nah😅 httptco2K6rv8hK7E"
"Positive","MY HEART amp SOUL 💖 httptcoC9BICm1sJm"
"Neutral","LisaCim HEY BABE FOLLOW ME  ILYSM 💕💕💕13"
"Positive","arsenalpanda11 ok we will leave em since you have spoken 😜BaChileya"
"Positive","RT girlposts I laughed way too hard 😂😂 httptcoNusovhb5kT"
"Positive","RT TumbIrsPosts such a strong woman 😍👏 httptcoNwAjKm5fVn"
"Neutral","RT LionHeartedXx Who elses goal is this 🙏 httptcoubRSUZZZjk"
"Positive","RT Nashgrier Sky is so sassy 😂"
"Neutral","💕
💕
Michael5SOS 
💕
💕

MIKEEEE REALIZE MY DREAM 
💕
💕

gtgtFOLLOW ME ltlt
💕
💕
💕
THANKS FOR BE THE BEST IDOL EVER I LOVE YOU SO MUCH
xx980"
"Positive","RT Emdobson14 Ive been thinkin of you 🎶"
"Negative","RT nyreeee Anthony be having me 💀 in 5th period"
"Positive","i like meeting new people ☺️"
"Positive","Study time 👍 doing homework 👌📚✏️ httptcoVkVnFRDOS1"
"Neutral","🍂 🍃 🌺

ConceptOfficial  

ConceptBOOTCAMP
 
Hi guys i love you so much please follow me they are the best 💗

🍂 🍃 🌺 x132"
"Positive","Statesboro needs a Kroger So I can get discounts wit my Kroger card☺️"
"Neutral","RT hotlattelou tbhfanproblems not risking this omg httptcolxmRlJORpV sillydee21 😘💕"
"Negative","WillettRoseee THEHunterLewis Lindsey youre not cool School skipper 😒 fifth hour sucked without you I was talking to myself 😂😂"
"Positive","RT lukebrooks Haha our fanbase is so horny 😂😂"
"Negative","RT LoveWomenRight Oh shit 😳 httptco9vCUNEiHva"
"Neutral","High in the clouds Playing Madden 🎮"
"Negative","RealLiamPayne EGGSFAMILYFOLLOWSPREE 🐣🐣🐣🐣🐣🐣🐣 your power on us is scary x42"
"Neutral","Brierr dude we went like 3 months or so didnt we 😂😂"
"Negative","RT kelseylboyd all I want is foosacklys 😭😭"
"Neutral","Lana Del Ray x Summertime Sadness♥"
"Positive","dustbunnylou HAHA I HOPE EVERYTHING WRKS OUT😏😂😂😂❤️"
"Negative","My mama tortures Zarhia until she just be like 😒😭✋ Ill just go to sleep shit"
"Neutral","CuteKidVines Who did this as a child😂 httpstcoiCXE7b9YJm hipp27"
"Positive","Caffe♥♥♡"
"Positive","RT taylorcouture7 Happy birthdayyy to one of my favorite princesses bricoleisbeast 😘👑💁💕 httptcoCUTZeRWxth"
"Positive","I just wanna find the one💘"
"Neutral","biebsxdaily quote this tweet with a selfie whoever rt this thinks youre beautiful 💕 httptcovzmSdHNMif"
"Positive","RT Madeinchyna Shvyes sweat who sweat you That was cute😅"
"Negative","I definitely hear someone snoring in the next suite  😒 these walls are so thin "
"Positive","yndinedine thank you 😊"
"Neutral","RT LovePhrase If this was real 😍😮 httptcoosXFpRk7LX"
"Negative","coldheartedquay But why bitches always wanna be tough 😩😩😩 shit wack as hell 😒"
"Neutral","RT khloekardashian Get a little KardashianSunKissed☀️💋 httptcoSMb9okjJ2u"
"Negative","RT Rash1o0 Niggas wanna be from Chicago so bad 😂😂"
"Negative","Not liking the new twitter set up 😐"
"Positive","soundcloud is so dope i find gold all the time 🙌🙏"
"Neutral","We know FVSU has talent Come show us what you got Auditions start today AlphaKappaAlpha 💚… httptcos40X79AGPA"
"Negative","RT TeamFranessa If vanessa tweeted me to basically fuck off I would never go and try and meet her again😂😂😂 how awkward 😂"
"Negative","RT lamessican Why am I still up 😒"
"Positive","Finna go to sleepso goodnite ✌"
"Negative","Keep forgetting to buy a new aux cord😒"
"Negative","My exs had the best dick ever I miss him An the sexs 😂😂😂👏👏👌😘😘🔨🔨🔨🔨"
"Negative","RT WORIDSTARHlPHOP You ever yawn and get mad 😂😂😂 httptcorI97MnPKeR"
"Neutral","Nakia he need to 😒😴 httptcoatV2CAw6rs"
"Positive","RT AshleySpanos21 Had an amazing birthday with this girl I love you best friend😘😌🎈🎉 httptcoyUcMKGdnhj"
"Neutral","RT Muddin4Jesus God🔨⛵️"
"Positive","RT rosieeallan IM SO PROUD ZOE Youre channel is never going to stop growing THIS IS THE BEGINNING 6M💗CongratulationsOn6MillionZoe"
"Negative","Idccc how sexy u look Dont over think u look better than a bank roll 😂💰"
"Positive","Like always 😂"
"Neutral","RT izayinegirl 👾 RealLiamPayne 👾

Hello Batman 💥 how r you bby 
If you ever see this tweet please take 2 secs of ur time to follow me…"
"Neutral","Everyday wear with affordable price tag 😱 »only 115000« Basic line longpants in darknavy bhn jegging tekstur st httptcoALkLacAKw3"
"Positive","RT SNkevinandjill Finishing prep on EP 1007 It is amazing how fast the year is going We are 14 the way through season 10 Wow🐾😍 Su…"
"Negative","KianLawley but change isnt good sometimes•••😞"
"Negative","My skin is so sore😫😭"
"Negative","RT ErybdyHatesRiss She passing all her classes pay tuition on her own 💁💯"
"Neutral","The shampoo in our hotel room is Paul Mitchell 😝😂"
"Negative","xxKokoChanel 😭😭😭😭PLEASE save that shit lmao"
"Positive","AaronCarpenter i like it to aaron ☺️"
"Negative","Fuck I gotta drive up to prov dolo later😒"
"Positive","RT EmWatson Wonderful men out there Im launching a campaign  heforshe Support the women in ur lives and sign up here now ❤️ http…"
"Negative","iAdoreGIRLSS bitch you blowing me 💯"
"Positive","That walk with my bae ahh🙈👭"
"Positive","Im watching GFintervention 💁🙈💁"
"Positive","Happy Birthday AdamGordonn 😂🎉 httptcoD4MTclsUi0"
"Neutral","I did both after parties for Hyte Park best believe Im doing Time Warp after parties also 😎"
"Positive","RT EmWatson Wonderful men out there Im launching a campaign  heforshe Support the women in ur lives and sign up here now ❤️ http…"
"Negative","tiffanygetslowe we wish you could’ve been there 😔"
"Positive","If youre a guy and you actually put effort into how you look man props to you you do you😍😏"
"Positive","suchahbaddie I want this😍😁 httptcomzvWlZH4oyThats Cute"
"Neutral","RT DlSNEYQUOTE LITERALLY 😭😭😭 httptco6UQZKPzfkq"
"Positive","RT ReedusAnA itsfunbingblond Thank u 
I didnt xxx I gave you a FF early in the morning ♥"
"Positive","RT IaurenpIatt7 RT this for a followDM ❤️ Doing as many as I can guys😘 LaurenPlattFollowSpree"
"Negative","RT relatablepoost I hate that feeling😖😭 httptcoXdCFTUJFYQ"
"Positive","RT TonyCoyt FIirtations Can’t wait till I have these mornings 😌💑 httptco7NfhqciINw"
"Neutral","Take me And lets have a Quickie 😈💃 HAHAHA 😁 httptcoj0WnQeBjbc"
"Positive","TuttFIFA Oh yeah we go through this bit every year Its come early though this time😂"
"Positive","Go and subscribe and watch Nashs new YouTube video Its so funny NashsNewVideo NashvsHayes Nashgrier httptcoduxx9WyZZP 💕✌️"
"Negative","Such heartbreaking news 💔"
"Negative","RT madnessss JamesYammouni
Faydee 
MadeInAus💕
pls
pls
pls
pls
pls
pls
pls
pls
pls
pls
pls
pls
pls
pls
pls
NOTICE ME THIS TIME 😭
x3"
"Positive","feliciaa eransom16 photo creds cause Im that good😌"
"Positive","Sitting on top of the seats just chilling 😎"
"Positive","RT TheKingJordanD Dont ever let anyone tell you you cant do something💯"
"Neutral","miaeifrid sounds like coach lew 😂😂"
"Negative","jkillaforeal BigBankkThot 49thMeadows NayBaHooDJeeZ 😭😂😂😭😭😭 its to early"
"Neutral","ParkerHall66 BGeames I really just want to point out that I also have on Chacos and will probably wear them in the snow this year 😉"
"Positive","RT YasmineeJaneen Maaaan Im too clutched tonights going to be good ✊"
"Negative","They aint never making a Love amp Basketball 2 😑"
"Positive","Happy Birthday 😊 aeirich11"
"Positive","happy birthday ginganinga55 hope it was great🎉🎈"
"Negative","Nashgrier NASH Notice me 😭"
"Positive","Bae bought me fries 😍❤️🍟🍟"
"Neutral","leelu2908 Requesting verified to VerifyAshishChowdhry ➡ashishchowdhry 1"
"Neutral","RT LynDotJones Wiz next project gotta be the shit That hurt breeds greatness Why you think Drake always making hits He always hurt 😂"
"Positive","RT stephanieeyooo Happy birthday to my bby luisavazquezxo 💘 I have so much love for you girl  Hopefully we see each other soon  ht…"
"Negative","You bitches be having too many Bestfriends amp Sisters for me 🐸☕️"
"Neutral","Cdaavis sure Let me just pull up my snake encyclopedia 😒👌"
"Negative","RT naeBADass fineassss 😂 bruh  dont start that shit 😩😂😍😌"
"Positive","Devin hester👏"
"Negative","caitstud 😁 stupid autocorrect"
"Negative","JohnLundwall saracondra ricalenny yeah since its a home game the theme is a black out I guess just because black will look sick ◼️"
"Neutral","ChristinaCIM Chris follow me please i love you🙏 make my dream come true💕 x9"
"Positive","RT BethanyMota Had so much fun last night What a surreal moment 💃✨ thank you all for the amazing support Tonight… httptco0GDuGdh9H1"
"Negative","brandiwine ironicnigga TRURealigion efghiJAY yall geeking just stop replying yall acting childish it been been over🆗💁😂"
"Neutral","Im a fool if I put cuffs on you 🙅"
"Neutral","DAT SAMPLE 😊😉😋"
"Positive","RazanKhalifax Thankyouu glby💕💕"
"Neutral","RT iFollowNyoKo RETWEET BEFORE THE NEXT TRAIN I NEED EVERYONE TO FOLLOW 1DWeFollowback FOR ME PLEASE😁😁 MUST BE FOLLOWING TityFollow…"
"Positive","RT JacobWhitesides hyfrwhitesides Jacob meets me in London in 38 days idk how to feel Im going to die 😛 Im so excited"
"Neutral","Guys in case somebody still doesnt know Taylors been nominated for Best Look amp Best Female You can vote here ▶️httptcobrl40EeDKh"
"Positive","troyexivan I like your troye edit ❤️"
"Positive","RT BluntsOvaHoess I want the same person in the Winter ⛄👭Spring 🌺👭Summer ☀👭and fall 🍃👭 I want this shit FOREVER💕💯"
"Negative","You know I cant make this official 💯"
"Positive","RT Zaynismyking LOOK AT HIS BEAUTIFUL BROWN EYES 😍 httptcoCuVvGYOXZZ"
"Positive","RT FixYaFaceHoee He say he love  I say baby boy fall in line 😘"
"Negative","Bloody hell since when did I have so much stuff 😰 httptcoY0FPHNxAls"
"Positive","RT stellutes Stay alive today guys Love you all 💞"
"Negative","sana thursday na 😭"
"Positive","I wanna trace the universe on your palm🌌🌃"
"Positive","liiljay1212 LatasiaBaybiee My body looks nasty AF in that snap chat lol 💁😷😜👹 youre so dumb 😑👋"
